Zipcode,City,State,TaxReturnsFiled,EstimatedPopulation,TotalWages,County
02576,WEST WAREHAM,MA,2051,3479,78599337,Plymouth
02584,NANTUCKET,MA,1034,1700,46938856,Nantucket
02601,HYANNIS,MA,6944,10685,182300442,Barnstable
02630,BARNSTABLE,MA,1150,1895,50715110,Barnstable
02631,BREWSTER,MA,5179,8575,167998522,Barnstable
02632,CENTERVILLE,MA,5785,9476,219173799,Barnstable
02633,CHATHAM,MA,2191,3482,67503884,Barnstable
02635,COTUIT,MA,1868,3159,83464453,Barnstable
02637,CUMMAQUID,MA,336,549,11898969,Barnstable
02638,DENNIS,MA,1804,2894,54843853,Barnstable
02639,DENNIS PORT,MA,1787,2683,41536390,Barnstable
02641,EAST DENNIS,MA,856,1381,24197920,Barnstable
02642,EASTHAM,MA,2061,3336,55048701,Barnstable
02643,EAST ORLEANS,MA,661,1081,26076809,Barnstable
02644,FORESTDALE,MA,2110,3812,94878895,Barnstable
02645,HARWICH,MA,5012,8325,158723223,Barnstable
02646,HARWICH PORT,MA,1133,1742,28564508,Barnstable
02647,HYANNIS PORT,MA,253,397,7935369,Barnstable
02648,MARSTONS MILLS,MA,3872,6749,162943045,Barnstable
02649,MASHPEE,MA,7393,12354,271657904,Barnstable
02650,NORTH CHATHAM,MA,558,861,16776743,Barnstable
02651,NORTH EASTHAM,MA,985,1499,21744173,Barnstable
02652,NORTH TRURO,MA,461,718,11258057,Barnstable
02653,ORLEANS,MA,2891,4418,80664330,Barnstable
02655,OSTERVILLE,MA,1995,3222,85206486,Barnstable
02657,PROVINCETOWN,MA,2474,3084,60762345,Barnstable
02659,SOUTH CHATHAM,MA,594,985,16124247,Barnstable
02660,SOUTH DENNIS,MA,3220,5219,96872076,Barnstable
02662,SOUTH ORLEANS,MA,518,840,17204775,Barnstable
02663,SOUTH WELLFLEET,MA,344,539,6973313,Barnstable
02664,SOUTH YARMOUTH,MA,5288,8289,139298590,Barnstable
02666,TRURO,MA,700,1015,20490976,Barnstable
02667,WELLFLEET,MA,1406,2145,34818321,Barnstable
02668,WEST BARNSTABLE,MA,1687,2937,77683379,Barnstable
02669,WEST CHATHAM,MA,453,706,13356462,Barnstable
02670,WEST DENNIS,MA,882,1294,20668944,Barnstable
02671,WEST HARWICH,MA,631,971,15886662,Barnstable
02672,WEST HYANNISPORT,MA,350,548,13494226,Barnstable
02673,WEST YARMOUTH,MA,4460,6986,125350712,Barnstable
02675,YARMOUTH PORT,MA,3653,5862,122435703,Barnstable
02702,ASSONET,MA,2128,3833,113115570,Bristol
02703,ATTLEBORO,MA,21067,36164,965326587,Bristol
02715,DIGHTON,MA,1428,2622,68263120,Bristol
02717,EAST FREETOWN,MA,2412,4357,111202199,Bristol
02718,EAST TAUNTON,MA,3343,5968,154302862,Bristol
02719,FAIRHAVEN,MA,8024,13392,309353068,Bristol
02720,FALL RIVER,MA,13906,22304,474161740,Bristol
02721,FALL RIVER,MA,11037,18264,310142346,Bristol
02722,FALL RIVER,MA,369,551,10884551,Bristol
02723,FALL RIVER,MA,6421,10441,170602688,Bristol
02724,FALL RIVER,MA,7326,11903,204732137,Bristol
02725,SOMERSET,MA,1284,2190,48302121,Bristol
02726,SOMERSET,MA,7873,13724,330142031,Bristol
02738,MARION,MA,2484,4357,147551019,Plymouth
02739,MATTAPOISETT,MA,3323,5697,172561365,Plymouth
02740,NEW BEDFORD,MA,17899,28944,521099706,Bristol
02743,ACUSHNET,MA,5198,9079,212325801,Bristol
02744,NEW BEDFORD,MA,4835,8050,126282262,Bristol
02745,NEW BEDFORD,MA,11743,19536,408341762,Bristol
02746,NEW BEDFORD,MA,5440,8919,131661467,Bristol
02747,NORTH DARTMOUTH,MA,8861,15533,393124162,Bristol
02748,SOUTH DARTMOUTH,MA,5813,10032,284350017,Bristol
02760,NORTH ATTLEBORO,MA,12994,22964,743373464,Bristol
02762,PLAINVILLE,MA,4308,7456,229148968,Norfolk
02763,ATTLEBORO FALLS,MA,1021,1856,63259062,Bristol
02764,NORTH DIGHTON,MA,2024,3638,91900694,Bristol
02766,NORTON,MA,8512,15129,470306771,Bristol
02767,RAYNHAM,MA,6595,11607,343769637,Bristol
02768,RAYNHAM CENTER,MA,287,438,12179623,Bristol
02769,REHOBOTH,MA,5768,10452,303831693,Bristol
02770,ROCHESTER,MA,2527,4715,137021612,Plymouth
02771,SEEKONK,MA,7027,12579,336224404,Bristol
02777,SWANSEA,MA,8069,14102,355528146,Bristol
02779,BERKLEY,MA,2991,5580,159594196,Bristol
02780,TAUNTON,MA,23744,39589,901642252,Bristol
02790,WESTPORT,MA,7817,13765,336390312,Bristol
02802,ALBION,RI,417,631,17392840,Providence
02804,ASHAWAY,RI,1463,2518,59915442,Washington
02806,BARRINGTON,RI,8069,15163,608756002,Bristol
02807,BLOCK ISLAND,RI,753,1164,21270861,Washington
02808,BRADFORD,RI,1153,2043,41610566,Washington
02809,BRISTOL,RI,9965,16829,456496819,Bristol
02812,CAROLINA,RI,749,1368,37503525,Washington
02813,CHARLESTOWN,RI,3941,6822,157103992,Washington
02814,CHEPACHET,RI,3736,6606,173800826,Providence
02816,COVENTRY,RI,15886,27787,697772744,Kent
02817,WEST GREENWICH,RI,2957,5436,159519538,Kent
02818,EAST GREENWICH,RI,9600,16723,697210169,Kent
02822,EXETER,RI,2980,5183,145626585,Washington
02825,FOSTER,RI,2609,4719,126019173,Providence
02826,GLENDALE,RI,445,784,20740946,Providence
02827,GREENE,RI,1113,2027,53392532,Kent
02828,GREENVILLE,RI,3832,6569,181078967,Providence
02830,HARRISVILLE,RI,3056,5420,146989186,Providence
02831,HOPE,RI,1943,3532,98056088,Providence
02832,HOPE VALLEY,RI,2313,4094,105202640,Washington
02833,HOPKINTON,RI,322,559,12018480,Washington
02835,JAMESTOWN,RI,3002,5079,165880966,Newport
02837,LITTLE COMPTON,RI,1745,3047,75302815,Newport
02838,MANVILLE,RI,1670,2736,60901253,Providence
02839,MAPLEVILLE,RI,906,1601,41396175,Providence
02840,NEWPORT,RI,11276,17022,411844710,Newport
02842,MIDDLETOWN,RI,8265,13797,339426576,Newport
02852,NORTH KINGSTOWN,RI,11719,20118,607313351,Washington
02857,NORTH SCITUATE,RI,4322,7729,209842667,Providence
02859,PASCOAG,RI,2993,5307,128752337,Providence
02860,PAWTUCKET,RI,20201,32700,565533563,Providence
02861,PAWTUCKET,RI,13385,22037,457932835,Providence
02862,PAWTUCKET,RI,385,638,10315583,Providence
02863,CENTRAL FALLS,RI,7451,12807,155524266,Providence
02864,CUMBERLAND,RI,16927,29895,910219909,Providence
02865,LINCOLN,RI,8708,15355,459937502,Providence
02871,PORTSMOUTH,RI,8837,15498,460517618,Newport
02874,SAUNDERSTOWN,RI,2847,5257,192955475,Washington
02876,SLATERSVILLE,RI,765,1211,29798698,Providence
02878,TIVERTON,RI,8068,13961,350358406,Newport
02879,WAKEFIELD,RI,10120,17248,477793754,Washington
02880,WAKEFIELD,RI,452,659,16228788,Washington
02881,KINGSTON,RI,1238,2040,55041670,Washington
02882,NARRAGANSETT,RI,6420,10236,259865884,Washington
02885,WARREN,RI,5425,8830,204184200,Bristol
02886,WARWICK,RI,15323,25122,652346283,Kent
02888,WARWICK,RI,10759,17491,421039488,Kent
02889,WARWICK,RI,14693,24614,601194285,Kent
02891,WESTERLY,RI,11431,18883,444379911,Washington
02892,WEST KINGSTON,RI,2520,4536,131729601,Washington
02893,WEST WARWICK,RI,14954,24077,546589940,Kent
02894,WOOD RIVER JUNCTION,RI,389,706,15516412,Washington
02895,WOONSOCKET,RI,18487,30278,577258006,Providence
02896,NORTH SMITHFIELD,RI,4770,8477,238027695,Providence
02898,WYOMING,RI,1069,1900,47911826,Washington
02903,PROVIDENCE,RI,3952,5160,156882227,Providence
02904,PROVIDENCE,RI,13981,22164,474053438,Providence
02905,PROVIDENCE,RI,11362,19006,340737989,Providence
02906,PROVIDENCE,RI,11882,17860,707310271,Providence
02907,PROVIDENCE,RI,12093,20468,249014228,Providence
02908,PROVIDENCE,RI,14969,24468,433242123,Providence
02909,PROVIDENCE,RI,16590,27797,379662381,Providence
02910,CRANSTON,RI,11193,18350,395506404,Providence
02911,NORTH PROVIDENCE,RI,7710,12324,283490258,Providence
02912,PROVIDENCE,RI,471,483,4611222,Providence
02914,EAST PROVIDENCE,RI,10582,17218,327291784,Providence
02915,RIVERSIDE,RI,8845,14348,329158443,Providence
02916,RUMFORD,RI,4337,7268,190152824,Providence
02917,SMITHFIELD,RI,5944,10133,288048102,Providence
02919,JOHNSTON,RI,14300,23966,553682212,Providence
02920,CRANSTON,RI,17266,28279,599488343,Providence
02921,CRANSTON,RI,5786,10886,369191306,Providence
02940,PROVIDENCE,RI,631,964,20811152,Providence
03031,AMHERST,NH,5804,10851,459785171,Hillsborough
03032,AUBURN,NH,2576,4763,148714262,Rockingham
03033,BROOKLINE,NH,2268,4472,162116711,Hillsborough
03034,CANDIA,NH,2135,3789,108947848,Rockingham
03036,CHESTER,NH,2271,4295,140628082,Rockingham
03037,DEERFIELD,NH,2140,3869,104944716,Rockingham
03038,DERRY,NH,17028,29572,788511254,Rockingham
03042,EPPING,NH,3209,5578,139460988,Rockingham
03043,FRANCESTOWN,NH,812,1463,39778092,Hillsborough
03044,FREMONT,NH,1998,3744,101363128,Rockingham
03045,GOFFSTOWN,NH,6701,11820,324964416,Hillsborough
03046,DUNBARTON,NH,1320,2440,75592588,Merrimack
03047,GREENFIELD,NH,813,1441,31764762,Hillsborough
03048,GREENVILLE,NH,1656,2853,74355806,Hillsborough
03049,HOLLIS,NH,4066,7556,363749824,Hillsborough
03051,HUDSON,NH,12515,22261,643785161,Hillsborough
03052,LITCHFIELD,NH,3995,7558,239272517,Hillsborough
03053,LONDONDERRY,NH,12108,22127,694316492,Rockingham
03054,MERRIMACK,NH,13512,24084,778515881,Hillsborough
03055,MILFORD,NH,7581,13156,341975353,Hillsborough
03057,MONT VERNON,NH,1162,2220,71679368,Hillsborough
03060,NASHUA,NH,14079,22531,499741938,Hillsborough
03061,NASHUA,NH,514,749,15744432,Hillsborough
03062,NASHUA,NH,13861,24132,830284843,Hillsborough
03063,NASHUA,NH,8680,14547,448354044,Hillsborough
03064,NASHUA,NH,7174,11911,317056436,Hillsborough
03070,NEW BOSTON,NH,2487,4693,151620326,Hillsborough
03071,NEW IPSWICH,NH,2280,4132,103256538,Hillsborough
03076,PELHAM,NH,6433,11839,366493993,Hillsborough
03077,RAYMOND,NH,5368,9270,229584578,Rockingham
03079,SALEM,NH,15171,26049,714089826,Rockingham
03082,LYNDEBOROUGH,NH,778,1394,37505150,Hillsborough
03084,TEMPLE,NH,663,1219,30643147,Hillsborough
03086,WILTON,NH,2077,3655,96939434,Hillsborough
03087,WINDHAM,NH,6593,12419,519205059,Rockingham
03101,MANCHESTER,NH,1531,2104,60412909,Hillsborough
03102,MANCHESTER,NH,14956,23532,506228229,Hillsborough
03103,MANCHESTER,NH,17029,28024,567419938,Hillsborough
03104,MANCHESTER,NH,16752,26506,734393142,Hillsborough
03105,MANCHESTER,NH,334,489,11199293,Hillsborough
03106,HOOKSETT,NH,6686,11789,339932413,Merrimack
03108,MANCHESTER,NH,528,775,21982066,Hillsborough
03109,MANCHESTER,NH,5239,9076,240364485,Hillsborough
03110,BEDFORD,NH,10107,19184,902517464,Hillsborough
03216,ANDOVER,NH,1010,1775,34349874,Merrimack
03217,ASHLAND,NH,1184,1929,34793589,Grafton
03218,BARNSTEAD,NH,592,1040,22542745,Belknap
03220,BELMONT,NH,3554,6141,129018031,Belknap
03221,BRADFORD,NH,1104,1901,39595169,Merrimack
03222,BRISTOL,NH,2747,4689,88959909,Grafton
03223,CAMPTON,NH,2215,3750,70559288,Grafton
03224,CANTERBURY,NH,1214,2165,56186081,Merrimack
03225,CENTER BARNSTEAD,NH,1713,3042,66310682,Belknap
03226,CENTER HARBOR,NH,1319,2204,59026038,Belknap
03227,CENTER SANDWICH,NH,518,881,14676513,Carroll
03229,CONTOOCOOK,NH,2998,5355,164484836,Merrimack
03230,DANBURY,NH,585,985,18809681,Merrimack
03234,EPSOM,NH,2357,4174,96794392,Merrimack
03235,FRANKLIN,NH,4047,6820,125509457,Merrimack
03237,GILMANTON,NH,1205,2180,52188597,Belknap
03240,GRAFTON,NH,601,1038,18808775,Grafton
03241,HEBRON,NH,422,721,11498081,Grafton
03242,HENNIKER,NH,2134,3693,96483128,Merrimack
03243,HILL,NH,538,938,18061100,Merrimack
03244,HILLSBOROUGH,NH,3974,6896,146922244,Hillsborough
03245,HOLDERNESS,NH,978,1676,35267709,Grafton
03246,LACONIA,NH,7830,12852,261679257,Belknap
03247,LACONIA,NH,914,1419,32835446,Belknap
03249,GILFORD,NH,3442,6003,152473154,Belknap
03251,LINCOLN,NH,931,1455,27642293,Grafton
03253,MEREDITH,NH,3442,5790,135445606,Belknap
03254,MOULTONBOROUGH,NH,1816,3190,66627549,Carroll
03255,NEWBURY,NH,964,1702,40234855,Merrimack
03256,NEW HAMPTON,NH,1008,1819,39776313,Belknap
03257,NEW LONDON,NH,2243,3804,95669896,Merrimack
03258,CHICHESTER,NH,1221,2183,52973607,Merrimack
03260,NORTH SUTTON,NH,322,579,11249812,Merrimack
03261,NORTHWOOD,NH,2203,3887,89751963,Rockingham
03262,NORTH WOODSTOCK,NH,642,1012,16032802,Grafton
03263,PITTSFIELD,NH,1966,3366,66584992,Merrimack
03264,PLYMOUTH,NH,2382,3990,81093180,Grafton
03266,RUMNEY,NH,1126,1886,29976689,Grafton
03268,SALISBURY,NH,631,1116,25260272,Merrimack
03269,SANBORNTON,NH,1493,2620,60694643,Belknap
03275,SUNCOOK,NH,5922,10177,234577898,Merrimack
03276,TILTON,NH,4047,6892,150259688,Merrimack
03278,WARNER,NH,1501,2640,60589175,Merrimack
03279,WARREN,NH,381,652,9652965,Grafton
03280,WASHINGTON,NH,505,902,14819492,Sullivan
03281,WEARE,NH,4186,7854,204865774,Hillsborough
03282,WENTWORTH,NH,462,806,13482596,Grafton
03284,SPRINGFIELD,NH,377,676,12629305,Sullivan
03285,THORNTON,NH,596,1035,18868103,Grafton
03287,WILMOT,NH,583,1056,23365247,Merrimack
03290,NOTTINGHAM,NH,2188,4061,117355905,Rockingham
03301,CONCORD,NH,15608,25391,639048884,Merrimack
03302,CONCORD,NH,764,1096,28178610,Merrimack
03303,CONCORD,NH,7562,12766,295052353,Merrimack
03304,BOW,NH,3803,7129,240032317,Merrimack
03307,LOUDON,NH,2611,4664,109214901,Merrimack
03431,KEENE,NH,11628,18682,438372259,Cheshire
03440,ANTRIM,NH,1352,2376,49393796,Hillsborough
03442,BENNINGTON,NH,686,1189,24912534,Hillsborough
03443,CHESTERFIELD,NH,361,635,15755417,Cheshire
03444,DUBLIN,NH,781,1417,32765403,Cheshire
03445,SULLIVAN,NH,390,655,13645968,Cheshire
03446,SWANZEY,NH,2944,5037,110786553,Cheshire
03447,FITZWILLIAM,NH,1232,2092,46274444,Cheshire
03448,GILSUM,NH,413,701,15130666,Cheshire
03449,HANCOCK,NH,949,1626,38875324,Hillsborough
03450,HARRISVILLE,NH,544,908,20498010,Cheshire
03451,HINSDALE,NH,2066,3489,70959545,Cheshire
03452,JAFFREY,NH,2792,4742,98450760,Cheshire
03455,MARLBOROUGH,NH,1140,1895,42897804,Cheshire
03456,MARLOW,NH,412,711,14490423,Cheshire
03457,NELSON,NH,368,628,14246721,Cheshire
03458,PETERBOROUGH,NH,3405,5705,135735376,Hillsborough
03461,RINDGE,NH,2497,4443,108922218,Cheshire
03462,SPOFFORD,NH,877,1539,46464738,Cheshire
03464,STODDARD,NH,494,877,18910348,Cheshire
03465,TROY,NH,1089,1881,35608792,Cheshire
03466,WEST CHESTERFIELD,NH,688,1208,31648972,Cheshire
03467,WESTMORELAND,NH,856,1539,38133333,Cheshire
03469,WEST SWANZEY,NH,451,709,11900358,Cheshire
03470,WINCHESTER,NH,2410,4090,76898350,Cheshire
03561,LITTLETON,NH,3235,5340,94824683,Grafton
03570,BERLIN,NH,4516,7523,119834295,Coos
03574,BETHLEHEM,NH,1307,2199,42075847,Grafton
03576,COLEBROOK,NH,1644,2776,45479318,Coos
03579,ERROL,NH,251,418,6004114,Coos
03580,FRANCONIA,NH,830,1362,28818933,Grafton
03581,GORHAM,NH,1692,2901,55753105,Coos
03582,GROVETON,NH,1249,2139,32766940,Coos
03583,JEFFERSON,NH,552,969,16253036,Coos
03584,LANCASTER,NH,1764,3051,55592021,Coos
03585,LISBON,NH,1336,2280,42632080,Grafton
03588,MILAN,NH,886,1560,27208395,Coos
03590,NORTH STRATFORD,NH,489,817,10588286,Coos
03592,PITTSBURG,NH,584,1003,13051233,Coos
03595,TWIN MOUNTAIN,NH,358,587,10358332,Coos
03597,WEST STEWARTSTOWN,NH,303,493,6206193,Coos
03598,WHITEFIELD,NH,1651,2810,44101545,Coos
03602,ALSTEAD,NH,1304,2282,46991491,Cheshire
03603,CHARLESTOWN,NH,2659,4511,85720280,Sullivan
03605,LEMPSTER,NH,486,837,15816778,Sullivan
03608,WALPOLE,NH,1485,2572,62391765,Cheshire
03609,NORTH WALPOLE,NH,384,638,12396320,Cheshire
03740,BATH,NH,514,868,14528223,Grafton
03741,CANAAN,NH,2056,3514,78885778,Grafton
03743,CLAREMONT,NH,6731,11223,220533024,Sullivan
03745,CORNISH,NH,611,1083,25492397,Sullivan
03746,CORNISH FLAT,NH,257,435,8587518,Sullivan
03748,ENFIELD,NH,2460,4101,108392458,Grafton
03750,ETNA,NH,578,1061,50529367,Grafton
03751,GEORGES MILLS,NH,310,491,12152939,Sullivan
03752,GOSHEN,NH,425,727,12653044,Sullivan
03753,GRANTHAM,NH,1672,3044,96652891,Sullivan
03755,HANOVER,NH,3960,6375,290477958,Grafton
03766,LEBANON,NH,5038,7995,224383104,Grafton
03768,LYME,NH,846,1480,58926079,Grafton
03770,MERIDEN,NH,346,662,21377839,Sullivan
03771,MONROE,NH,411,734,14233327,Grafton
03773,NEWPORT,NH,3809,6469,122274646,Sullivan
03774,NORTH HAVERHILL,NH,902,1497,28290217,Grafton
03777,ORFORD,NH,626,1064,24973577,Grafton
03779,PIERMONT,NH,400,675,13820761,Grafton
03781,PLAINFIELD,NH,872,1532,47490870,Sullivan
03782,SUNAPEE,NH,1458,2498,59232836,Sullivan
03784,WEST LEBANON,NH,2089,3344,82514482,Grafton
03785,WOODSVILLE,NH,1068,1755,29614513,Grafton
03801,PORTSMOUTH,NH,12076,18209,573643993,Rockingham
03802,PORTSMOUTH,NH,740,977,32478435,Rockingham
03809,ALTON,NH,1849,3288,73499577,Belknap
03810,ALTON BAY,NH,835,1460,31830934,Belknap
03811,ATKINSON,NH,3637,6432,203601097,Rockingham
03812,BARTLETT,NH,323,518,7199051,Carroll
03813,CENTER CONWAY,NH,1553,2619,44602920,Carroll
03814,CENTER OSSIPEE,NH,1138,1929,29646487,Carroll
03816,CENTER TUFTONBORO,NH,524,911,15278385,Carroll
03817,CHOCORUA,NH,360,593,9094758,Carroll
03818,CONWAY,NH,2195,3551,61447401,Carroll
03819,DANVILLE,NH,2057,3663,97220002,Rockingham
03820,DOVER,NH,15044,24060,630653050,Strafford
03821,DOVER,NH,521,767,19213109,Strafford
03823,MADBURY,NH,878,1578,54377884,Strafford
03824,DURHAM,NH,3575,6150,198718115,Strafford
03825,BARRINGTON,NH,4323,7780,202879727,Strafford
03826,EAST HAMPSTEAD,NH,1695,2837,77011536,Rockingham
03827,EAST KINGSTON,NH,1581,2860,79058524,Rockingham
03830,EAST WAKEFIELD,NH,687,1181,20027227,Carroll
03833,EXETER,NH,10490,18286,571105228,Rockingham
03835,FARMINGTON,NH,3361,5843,116002252,Strafford
03836,FREEDOM,NH,686,1205,19716447,Carroll
03837,GILMANTON IRON WORKS,NH,628,1175,24869923,Belknap
03838,GLEN,NH,795,1241,25120763,Carroll
03839,ROCHESTER,NH,1975,3330,76667113,Strafford
03840,GREENLAND,NH,1995,3475,125697835,Rockingham
03841,HAMPSTEAD,NH,3174,5727,177439677,Rockingham
03842,HAMPTON,NH,7982,13085,395486874,Rockingham
03843,HAMPTON,NH,612,868,23543704,Rockingham
03844,HAMPTON FALLS,NH,1188,2143,81832537,Rockingham
03845,INTERVALE,NH,774,1226,24069071,Carroll
03846,JACKSON,NH,523,867,20099621,Carroll
03848,KINGSTON,NH,3139,5457,147291344,Rockingham
03849,MADISON,NH,665,1144,21831742,Carroll
03850,MELVIN VILLAGE,NH,302,521,7973558,Carroll
03851,MILTON,NH,2035,3495,76482541,Strafford
03852,MILTON MILLS,NH,299,526,10994336,Strafford
03853,MIRROR LAKE,NH,293,514,8213488,Carroll
03854,NEW CASTLE,NH,590,959,45088962,Rockingham
03855,NEW DURHAM,NH,1357,2431,57679233,Strafford
03856,NEWFIELDS,NH,853,1636,60250235,Rockingham
03857,NEWMARKET,NH,4562,7523,204819403,Rockingham
03858,NEWTON,NH,2212,4002,115026943,Rockingham
03860,NORTH CONWAY,NH,2345,3702,68006424,Carroll
03861,LEE,NH,1770,3124,89225948,Strafford
03862,NORTH HAMPTON,NH,2475,4254,162790691,Rockingham
03864,OSSIPEE,NH,811,1353,21921249,Carroll
03865,PLAISTOW,NH,4104,7051,186190432,Rockingham
03866,ROCHESTER,NH,549,836,15941451,Strafford
03867,ROCHESTER,NH,10005,16679,351572383,Strafford
03868,ROCHESTER,NH,2881,4918,101758593,Strafford
03869,ROLLINSFORD,NH,1236,2161,55097188,Strafford
03870,RYE,NH,2654,4505,159358677,Rockingham
03871,RYE BEACH,NH,334,554,20751877,Rockingham
03872,SANBORNVILLE,NH,1948,3405,63225296,Carroll
03873,SANDOWN,NH,2894,5363,146717035,Rockingham
03874,SEABROOK,NH,4806,7725,173414668,Rockingham
03875,SILVER LAKE,NH,409,706,13012956,Carroll
03878,SOMERSWORTH,NH,6109,10059,216819156,Strafford
03882,EFFINGHAM,NH,598,998,14698353,Carroll
03884,STRAFFORD,NH,1995,3653,90518188,Strafford
03885,STRATHAM,NH,3831,6872,251004191,Rockingham
03886,TAMWORTH,NH,749,1273,20531879,Carroll
03887,UNION,NH,1023,1818,35395726,Strafford
03890,WEST OSSIPEE,NH,521,857,14108686,Carroll
03894,WOLFEBORO,NH,3113,5312,114608359,Carroll
03896,WOLFEBORO FALLS,NH,684,1141,20307273,Carroll
03901,BERWICK,ME,3425,6250,137620043,York
03902,CAPE NEDDICK,ME,1216,2032,52127169,York
03903,ELIOT,ME,3268,5703,144858467,York
03904,KITTERY,ME,3934,6326,139465378,York
03905,KITTERY POINT,ME,1045,1725,43248076,York
03906,NORTH BERWICK,ME,2322,4111,92528387,York
03907,OGUNQUIT,ME,920,1331,26662318,York
03908,SOUTH BERWICK,ME,3464,6298,153757892,York
03909,YORK,ME,4516,7886,207532657,York
03910,YORK BEACH,ME,740,1165,21524869,York
03911,YORK HARBOR,ME,464,717,17907049,York
04001,ACTON,ME,1090,1934,35436412,York
04002,ALFRED,ME,3418,6087,125135783,York
04004,BAR MILLS,ME,295,503,10333767,York
04005,BIDDEFORD,ME,10567,17466,346795892,York
04008,BOWDOINHAM,ME,1503,2627,54773431,Sagadahoc
04009,BRIDGTON,ME,2130,3643,63033114,Cumberland
04010,BROWNFIELD,ME,661,1171,17412468,Oxford
04011,BRUNSWICK,ME,9902,16573,358823972,Cumberland
04015,CASCO,ME,1508,2620,51686158,Cumberland
04020,CORNISH,ME,691,1211,22479231,York
04021,CUMBERLAND CENTER,ME,3022,5630,181519979,Cumberland
04022,DENMARK,ME,512,913,16568392,Oxford
04024,EAST BALDWIN,ME,293,522,8523841,Cumberland
04027,LEBANON,ME,2651,4853,96901262,York
04029,SEBAGO,ME,815,1421,27836773,Cumberland
04030,EAST WATERBORO,ME,976,1767,37707501,York
04032,FREEPORT,ME,3691,6497,167402860,Cumberland
04037,FRYEBURG,ME,1763,2994,46929205,Oxford
04038,GORHAM,ME,7460,13280,324866800,Cumberland
04039,GRAY,ME,3855,6622,153598220,Cumberland
04040,HARRISON,ME,1361,2409,40447575,Cumberland
04041,HIRAM,ME,599,1069,18244504,Oxford
04042,HOLLIS CENTER,ME,2027,3657,83631817,York
04043,KENNEBUNK,ME,5507,9435,227138385,York
04046,KENNEBUNKPORT,ME,3783,6397,148168549,York
04047,PARSONSFIELD,ME,910,1573,25119877,York
04048,LIMERICK,ME,1325,2364,45368101,York
04049,LIMINGTON,ME,1616,2908,59339065,York
04051,LOVELL,ME,472,854,12154176,Oxford
04054,MOODY,ME,375,596,8866187,York
04055,NAPLES,ME,1861,3239,60345222,Cumberland
04061,NORTH WATERBORO,ME,1454,2715,57220683,York
04062,WINDHAM,ME,8164,14364,335637208,Cumberland
04064,OLD ORCHARD BEACH,ME,4578,6985,146139767,York
04066,ORRS ISLAND,ME,321,517,9293880,Cumberland
04068,PORTER,ME,527,930,15082163,Oxford
04069,POWNAL,ME,725,1289,30536221,Cumberland
04070,SCARBOROUGH,ME,771,1150,28178969,Cumberland
04071,RAYMOND,ME,2456,4331,101835262,Cumberland
04072,SACO,ME,9399,15839,359945739,York
04073,SANFORD,ME,7778,13098,246907434,York
04074,SCARBOROUGH,ME,8902,15910,465173618,Cumberland
04076,SHAPLEIGH,ME,1249,2175,41203956,York
04077,SOUTH CASCO,ME,284,477,8516217,Cumberland
04078,SOUTH FREEPORT,ME,309,539,20133467,Cumberland
04079,HARPSWELL,ME,2020,3440,72073742,Cumberland
04083,SPRINGVALE,ME,2352,3911,77285307,York
04084,STANDISH,ME,3677,6504,146244913,Cumberland
04085,STEEP FALLS,ME,887,1600,36321242,Cumberland
